,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
मशीन,,,,,,,,,,,,,,
बिगड़े,,,,,,,,,,,,,,
आठ,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
हो,,,,,,,,,,,,,,
गए,,,,,,,,,,,,,,
थे,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
से,से,Originator,Source,,से,Originator,Source,,,से,Source,Source,,
दुकानदार,,,,,,,,,,,,,,
की,की,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
कहानी,,,,,,,,,,,,,,
सुनते,,,,,,,,,,,,,,
समय,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
पानी,,,,,,,,,,,,,,
की,की,Whole,Whole,,का,QuantityItem,Whole,,*Q* part of the entirety of the water?,की,QuantityItem,QuantityItem,,"Dont think sip is a part of water.  
also en 383"
आखिरी,,,,,,,,,,,,,,
घूंट,,,,,,,,,,,,,,
पी,,,,,,,,,,,,,,
डाली,,,,,,,,,,,,,,
थी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
तेरी,की,Originator,Gestalt,,का,Originator,Gestalt,,,की,Originator,Gestalt,,
कहानी,,,,,,,,,,,,,,
दिलचस्प,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
मेरा,का,Possessor,Possessor,,का,Possessor,Possessor,,,का,Possessor,Possessor,,
जहाज,,,,,,,,,,,,,,
अभी,,,,,,,,,,,,,,
तक,तक,EndTime,EndTime,,तक,EndTime,EndTime,,,तक,EndTime,EndTime,,
ठीक,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मेरे,के पास,Possessor,Locus,1:1,के पास,Possessor,Possessor,1:1,,के पास,Possessor,Locus,1:1,
पास,,,,1:2,के पास,,,1:2,,,,,1:2,
पीने,,,,,,,,,,,,,,
को,को,Purpose,Purpose,,को,Purpose,Purpose,,,को,Purpose,Purpose,,
अब,,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
बचा,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
फव्वारे,,,,,,,,,,,,,,
की,की ओर,Direction,Direction,1:1,की ओर,Direction,Direction,1:1,,की ओर,Direction,Direction,1:1,
ओर,,,,1:2,की ओर,,,1:2,,,,,1:2,
चलने,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,
मुझे,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
बड़ी,,,,,,,,,,,,,,
खुशी,,,,,,,,,,,,,,
होगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरे,के,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
दोस्त,,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मुझसे,से,Recipient,Ancillary,,से,Recipient,Ancillary,,,से,Recipient,Ancillary,,
राजकुमार,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
नन्हे-मुन्ने,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
छोड़ो,,,,,,,,,,,,,,
लोमड़ी,,,,,,,,,,,,,,
को,को,Topic,Theme,,को,Topic,Theme,,,को,Theme,Theme,,lomdi ke baare me chod?
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
?,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
हम,,,,,,,,,,,,,,
प्यास,,,,,,,,,,,,,,
से,से,Causer,Source,,से,Causer,Source,,,से,Causer,Source,,
मरने,,,,,,,,,,,,,,
वाले,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मेरा,का,Originator,Gestalt,,का,Originator,Gestalt,,*Q* could also be Experiencer (cognition),का,Originator,Gestalt,,
तर्क,,,,,,,,,,,,,,
उसको,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
समझ,,,,,,,,,,,,,,
में,में,Goal,Locus,,में,Goal,Locus,,,में,Goal,Locus,,
नहीं,,,,,,,,,,,,,,
आया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
वह,,,,,,,,,,,,,,
बोला,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
मर,,,,,,,,,,,,,,
जायेंगे,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
क्या,,,,,,,,,,,,,,
हुआ,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
दोस्त,,,,,,,,,,,,,,
